Disease,OrphaCode,Query,Count
Oculoauriculofrontonasal syndrome,398156,,0
Focal facial dermal dysplasia,398166,,0
Focal facial dermal dysplasia type II,398173,,0
Focal facial dermal dysplasia type IV,398189,,0
MAGEL2-related Prader-Willi-like syndrome,398069,,0
SIM1-related Prader-Willi-like syndrome,398079,,0
Hereditary cryohydrocytosis with normal stomatin,398088,,0
Neonatal antiphospholipid syndrome,398097,,0
Neonatal autoimmune hemolytic anemia,398109,,0
Neonatal dermatomyositis,398117,,0
Keppen-Lubinsky syndrome,435628,,0
LIPE-related familial partial lipodystrophy,435660,,0
CIDEC-related familial partial lipodystrophy,435651,,0
3p25.3 microdeletion syndrome,435638,,0
Short stature-advanced bone age-early-onset osteoarthritis syndrome,435804,,0
Lethal neonatal spasticity-epileptic encephalopathy syndrome,435845,,0
Colobomatous optic disc-macular atrophy-chorioretinopathy syndrome,435930,,0
Autosomal dominant Charcot-Marie-Tooth disease type 2 due to TFG mutation,435819,,0
Progeroid features-hepatocellular carcinoma predisposition syndrome,435953,,0
Chronic atrial and intestinal dysrhythmia syndrome,435988,,0
COG2-CDG,435934,,0
X-linked microcephaly-growth retardation-prognathism-cryptorchidism syndrome,435938,,0
Severe intellectual disability-hypotonia-strabismus-coarse face-planovalgus syndrome,436141,,0
Intrauterine growth restriction-short stature-early adult-onset diabetes syndrome,436144,,0
Autosomal recessive intermediate Charcot-Marie-Tooth disease type D,435998,,0
Contractures-developmental delay-Pierre Robin syndrome,436003,,0
Autoimmune lymphoproliferative syndrome due to CTLA4 haploinsuffiency,436159,,0
Intellectual disability-expressive aphasia-facial dysmorphism syndrome,436151,,0
Thrombomodulin-related bleeding disorder,436169,,0
Periodic fever-infantile enterocolitis-autoinflammatory syndrome,436166,,0
Microcephalic primordial dwarfism-insulin resistance syndrome,436182,,0
Cataract-growth hormone deficiency-sensory neuropathy-sensorineural hearing loss-skeletal dysplasia syndrome,436174,,0
Retinitis pigmentosa-juvenile cataract-short stature-intellectual disability syndrome,436245,,0
Familial atrial tachyarrhythmia-infra-Hisian cardiac conduction disease,436242,,0
Non-progressive predominantly posterior cavitating leukoencephalopathy with peripheral neuropathy,436271,,0
Combined immunodeficiency-enteropathy spectrum,436252,,0
Pseudoxanthoma elasticum-like skin manifestations with retinitis pigmentosa,436274,,0
Autosomal recessive primary immunodeficiency with defective spontaneous natural killer cell cytotoxicity,437552,,0
MYH7-related late-onset scapuloperoneal muscular dystrophy,437572,,0
Fatty acyl-CoA reductase 1 deficiency,438178,,0
STAT3-related early-onset multisystem autoimmune disease,438159,,0
PCNA-related progressive neurodegenerative photosensitivity syndrome,438134,,0
Steel syndrome,438117,,0
RARS-related autosomal recessive hypomyelinating leukodystrophy,438114,,0
Ketoacidosis due to monocarboxylate transporter-1 deficiency,438075,,0
Human infection by orthopoxvirus,438279,,0
GCGR-related hyperglucagonemia,438274,,0
Progressive encephalomyelitis with rigidity and myoclonus,438266,,0
PURA-related severe neonatal hypotonia-seizures-encephalopathy syndrome due to a point mutation,438216,,0
PURA-related severe neonatal hypotonia-seizures-encephalopathy syndrome,438213,,0
Severe autosomal recessive macrothrombocytopenia,438207,,0
ALECT2 amyloidosis,439224,,0
AApoAIV amyloidosis,439232,,0
Early-onset myopathy-areflexia-respiratory distress-dysphagia syndrome,439212,,0
KCNQ2-related epileptic encephalopathy,439218,,0
Zinc-responsive necrolytic acral erythema,439196,,0
Non-recovering obstetric brachial plexus lesion,439202,,0
Placental insufficiency,439167,,0
Pediatric arterial ischemic stroke,439175,,0
Systemic polyarteritis nodosa,439762,,0
PDE4D haploinsufficiency syndrome,439822,,0
Secondary polyarteritis nodosa,439746,,0
Single-organ polyarteritis nodosa,439755,,0
Cutaneous polyarteritis nodosa,439729,,0
Primary polyarteritis nodosa,439737,,0
ITM2B amyloidosis,439254,,0
Congenital oculomotor nerve palsy,440221,,0
Congenital abducens nerve palsy,440233,,0
Fatal congenital hypertrophic cardiomyopathy due to glycogen storage disease,439854,,0
Lethal fetal cerebrorenogenitourinary agenesis/hypoplasia syndrome,439897,,0
Plastic bronchitis,439881,,0
Interstitial lung disease due to ABCA3 deficiency,440402,,0
Autosomal dominant myopia-midfacial retrusion-sensorineural hearing loss-rhizomelic dysplasia syndrome,440354,,0
Interstitial lung disease due to SP-C deficiency,440392,,0
Necrotizing soft tissue infection,440368,,0
Isolated sedoheptulokinase deficiency,440713,,0
Extensive peripapillary myelinated nerve fibers,440724,,0
Combined hamartoma of the retina and retinal pigment epithelium,440727,,0
L-ferritin deficiency,440731,,0
Severe early-onset pulmonary alveolar proteinosis due to MARS deficiency,440427,,0
Familial colorectal cancer Type X,440437,,0
Ribose-5-P isomerase deficiency,440706,,0
Early-onset posterior subcapsular cataract,441447,,0
Early-onset lamellar cataract,441452,,0
Isolated agenesis of gallbladder,440987,,0
Sporadic porphyria cutanea tarda,443057,,0
Familial porphyria cutanea tarda,443062,,0
Central serous chorioretinopathy,443079,,0
Baroreflex failure,443084,,0
Hemicrania continua,443070,,0
Charcot-Marie-Tooth disease type 2S,443073,,0
Non-specific early-onset epileptic encephalopathy,442835,,0
AH amyloidosis,442582,,0
X-linked erythropoietic protoporphyria,443197,,0
Pyruvate carboxylase deficiency,3008,,0
Classic stiff person syndrome,443192,,0
Spontaneous intracranial hypotension,443180,,0
Postpartum psychosis,443173,,0
HIV-associated cancer,443291,,0
Mitochondrial neurogastrointestinal encephalomyopathy,298,,0
Chronic hiccup,396,%28Chronic%5Bti%5D+OR+persist*%5Bti%5D+OR+intract*%5Bti%5D+OR+Long+lasting%5Bti%5D%29+hiccup*%5Bti%5D+OR+%28chronic+disease%5Bmh%5D+hiccup%5Bmajr%5D%29,415
Postural orthostatic tachycardia syndrome due to NET deficiency,443236,,0
MODY,552,,0
Primitive portal vein thrombosis,854,,0
Paratyphoid fever,443227,,0
Hyperostosis cranialis interna,443098,,0
"46,XY disorder of sex development due to testicular 17,20-desmolase deficiency",443087,,0
NUT midline carcinoma,443167,,0
Brugada syndrome,130,Brugada+syndrome%5Bti%5D+OR+SCN5A%5Bti%5D,2453
Severe combined immunodeficiency due to adenosine deaminase deficiency,277,Severe+combined+immunodeficiency+adenosine+deaminase+deficiency,352
NDE1-related microhydranencephaly,443162,,0
Lymphoplasmacytic lymphoma without IgM production,443159,,0
Hypothalamic adipsic hypernatraemia syndrome,443101,,0
Focal stiff limb syndrome,443804,,0
PGM3-CDG,443811,,0
DNAJB2-related Charcot-Marie-Tooth disease type 2,443950,,0
Ventriculomegaly-cystic kidney disease,443988,,0
Autoimmune interstitial lung disease-arthritis syndrome,444092,,0
Autosomal dominant spastic paraplegia type 73,444099,,0
Peeling skin-leukonychia-acral punctate keratoses-cheilitis-knuckle pads syndrome,444138,,0
11q22.2q22.3 microdeletion syndrome,444002,,0
Mandibulofacial dysostosis with alopecia,443995,,0
"46,XX ovarian dysgenesis-short stature syndrome",444048,,0
Combined oxidative phosphorylation defect type 23,444013,,0
Lethal fetal brain malformation-duodenal atresia-bilateral renal hypoplasia syndrome,444069,,0
20q11.2 microdeletion syndrome,444051,,0
Cognitive impairment-coarse facies-heart defects-obesity-pulmonary involvement-short stature-skeletal dysplasia syndrome,444077,,0
Cerebellar-facial-dental syndrome,444072,,0
Autoimmune hemolytic anemia-autoimmune thrombocytopenia-primary immunodeficiency syndrome,444463,,0
Familial chylomicronemia syndrome,444490,,0
Idiopathic phalangeal acro-osteolysis,444316,,0
Combined oxidative phosphorylation defect type 24,444458,,0
Limb-girdle muscular dystrophy due to POMK deficiency,445110,,0
Juvenile-onset diabetes mellitus-central and peripheral neurodegeneration syndrome,445062,,0
3-methylglutaconic aciduria type 7,445038,,0
Combined immunodeficiency due to LRBA deficiency,445018,,0
NIK deficiency,447731,,0
DOCK2 deficiency,447737,,0
Susceptibility to localized juvenile periodontitis,447740,,0
Idiopathic dropped head syndrome,447881,,0
Polymerase proofreading-related adenomatous polyposis,447877,,0
Tremor-ataxia-central hypomyelination syndrome,447896,,0
Hypomyelination-cerebellar atrophy-hypoplasia of the corpus callosum syndrome,447893,,0
Hemochromatosis type 5,447792,,0
Cerebral visual impairment,447788,,0
Lipoyl transferase 2 deficiency,447795,,0
Secondary sclerosing cholangitis,447774,,0
Mitochondrial pyruvate carrier deficiency,447784,,0
Keratocystic odontogenic tumor,447777,,0
Autosomal dominant spastic paraplegia type 9B,447757,,0
Autosomal dominant spastic paraplegia type 9A,447753,,0
IgG4-related sclerosing cholangitis,447764,,0
Autosomal recessive spastic paraplegia type 9B,447760,,0
Antidepressant or antipsychotic toxicity or dose selection,413667,,0
Vitamin K antagonists toxicity or dose selection,413674,,0
Oral antidiabetic drugs toxicity or dose selection,413681,,0
Resistance to vitamin K antagonists,413684,,0
Azathioprine or 6-mercatopurine toxicity or dose selection,413687,,0
Curariform drugs toxicity,413693,,0
Statin toxicity,413696,,0
PRKAR1B-related neurodegenerative dementia with intermediate filaments,412066,,0
Autosomal recessive cerebellar ataxia due to STUB1 deficiency,412057,,0
Epidermolysis bullosa simplex due to BP230 deficiency,412181,,0
AHDC1-related intellectual disability-obstructive sleep apnea-mild dysmorphism syndrome,412069,,0
Epidermolysis bullosa simplex due to exophilin 5 deficiency,412189,,0
Dystonia-aphonia syndrome,412217,,0
Primary failure of tooth eruption,412206,,0
Squamous cell carcinoma of the stomach,418959,,0
"Carcinoma of esophagus, salivary gland type",418945,,0
Undifferentiated carcinoma of esophagus,418951,,0
Secondary pulmonary alveolar proteinosis,420259,,0
Malan overgrowth syndrome,420179,,0
Phenytoin or carbamazepine toxicity,414750,,0
Autoimmune encephalopathy with parasomnia and obstructive sleep apnea,420789,,0
Cono-spondylar dysplasia,420794,,0
Autosomal recessive severe congenital neutropenia due to CSF3R deficiency,420702,,0
Combined oxidative phosphorylation defect type 20,420728,,0
Combined oxidative phosphorylation defect type 21,420733,,0
RIDDLE syndrome,420741,,0
"Adult-onset cervical dystonia, DYT23 type",420492,,0
Cranio-cervical dystonia with laryngeal and upper-limb involvement,420485,,0
Visual snow syndrome,420556,,0
Semicircular canal dehiscence syndrome,420402,,0
"Glycogen storage disease due to acid maltase deficiency, late-onset",420429,,0
Transient myeloproliferative syndrome,420611,,0
Postaxial polydactyly-anterior pituitary anomalies-facial dysmorphism syndrome,420584,,0
Autosomal recessive severe congenital neutropenia due to CXCR2 deficiency,420699,,0
Woolly hair-palmoplantar keratoderma syndrome,420686,,0
Temple-Baraitser syndrome,420561,,0
Severe combined immunodeficiency due to CTPS1 deficiency,420573,,0
Bleeding disorder due to CalDAG-GEFI deficiency,420566,,0
Mucolipidosis type III alpha/beta,423461,,0
Mucolipidosis type III gamma,423470,,0
Nail and teeth abnormalities-marginal palmoplantar keratoderma-oral hyperpigmentation syndrome,423454,,0
Autosomal recessive severe congenital neutropenia due to JAGN1 deficiency,423384,,0
Spinocerebellar ataxia type 38,423296,,0
Microcephaly-short stature-intellectual disability-facial dysmorphism syndrome,423306,,0
Cutaneous larva migrans,423717,,0
Double outlet right ventricle with subaortic or doubly committed ventricular septal defect,423693,,0
"Double outlet right ventricle with atrioventricular septal defect, pulmonary stenosis, heterotaxy",423712,,0
X-linked intellectual disability-limb spasticity-retinal dystrophy-diabetes insipidus syndrome,423479,,0
Hereditary clear cell renal cell carcinoma,422526,,0
Spinocerebellar ataxia type 40,423275,,0
Solid pseudopapillary carcinoma of pancreas,424065,,0
Intraductal papillary mucinous carcinoma of pancreas,424058,,0
Osteoclastic giant cell tumor of pancreas,424080,,0
Serous cystadenocarcinoma of pancreas,424073,,0
Congenital myopathy with myasthenic-like onset,424107,,0
Colobomatous microphthalmia-rhizomelic dysplasia syndrome,424099,,0
TOR1AIP1-related limb-girdle muscular dystrophy,424261,,0
Adenocarcinoma of the anal canal,424016,,0
Progressive myoclonic epilepsy type 8,424027,,0
Squamous cell carcinoma of the anal canal,424019,,0
Squamous cell carcinoma of pancreas,424039,,0
Mucinous cystadenocarcinoma of the pancreas,424053,,0
Acinar cell carcinoma of pancreas,424046,,0
Squamous cell carcinoma of the small intestine,423968,,0
Squamous cell carcinoma of the colon,423994,,0
Squamous cell carcinoma of the rectum,424002,,0
Undifferentiated carcinoma of stomach,423786,,0
Microcephaly-complex motor and sensory axonal neuropathy syndrome,423894,,0
X-linked colobomatous microphthalmia-microcephaly-intellectual disability-short stature syndrome,431140,,0
STING-associated vasculopathy with onset in infancy,425120,,0
Adenocarcinoma of the liver and intrahepatic biliary tract,424943,,0
Undifferentiated carcinoma of liver and intrahepatic biliary tract,424970,,0
Adenocarcinoma of the gallbladder and extrahepatic biliary tract,424991,,0
Squamous cell carcinoma of gallbladder and extrahepatic biliary tract,424996,,0
Squamous cell carcinoma of liver and intrahepatic biliary tract,424975,,0
Biliary cystadenocarcinoma,424982,,0
Progressive encephalopathy with leukodystrophy due to DECR deficiency,431361,,0
Patent urachus,431341,,0
Urachal sinus,431344,,0
Urachal diverticulum,431347,,0
X-linked scapuloperoneal muscular dystrophy,431272,,0
Autosomal recessive spastic paraplegia type 57,431329,,0
Scapuloperoneal spinal muscular atrophy,431255,,0
Combined immunodeficiency due to OX40 deficiency,431149,,0
Primary immunodeficiency with post-measles-mumps-rubella vaccine viral infection,431166,,0
Progressive myoclonic epilepsy type 7,435438,,0
Autosomal dominant Charcot-Marie-Tooth disease type 2Y,435387,,0
Anterior urethral valve,435372,,0
Familial ossifying fibroma,435329,,0
Orofaciodigital syndrome type 14,434179,,0
Cerebellar ataxia with neuropathy and bilateral vestibular areflexia syndrome,504476,,0
Severe combined immunodeficiency due to LAT deficiency,504523,,0
Combined immunodeficiency due to Moesin deficiency,504530,,0
Very long chain acyl-CoA dehydrogenase deficiency,26793,"acyl-coa+dehydrogenase,+long-chain%2Fdf+OR+(deficiency+(acyl+coa+dehydrogenase%5Btw%5D+(vla+OR+%22long+chain%22)))",578
Hereditary pheochromocytoma-paraganglioma,29072,%28Paraganglioma*%5Bti%5D+%28genetic*+OR+hereditary+OR+familial%29%29+OR+Paraganglioma%2C+Extra-Adrenal/ge,1461
Tyrosinemia type 2,28378,,0
Reactive arthritis,29207,%22arthritis%2C+reactive%22%5BMH%5D+OR+Reactive+arthritis%5Bti%5D,4332
Multiple myeloma,29073,multiple+myeloma%5Bti%5D+OR+multiple+myeloma%5Bmh%5D+OR+Kahler%27s+disease%5Bti%5D,46100
Spontaneous periodic hypothermia,29822,,0
Isolated biliary atresia,30391,biliary+atresia%5Bmajr%5D+OR+biliary+atresia%5Bti%5D,3305
Apparent mineralocorticoid excess,320,,0
Idiopathic acute eosinophilic pneumonia,724,,0
Dopamine beta-hydroxylase deficiency,230,,0
Continuous spikes and waves during sleep,725,%28electrical+status+epilepticus%5Btw%5D+sleep%29+OR+Landau+kleffner%5Btw%5D+OR+Landau+kleffner+syndrome%5Bmh%5D,702
